unit_name,registration_no,udyam_no,nature_of_industry,enterprise_type,product_activity,district,taluk,address,contact_person,phone,registration_date,commencement_date,gstin,pan,iec_code,has_iec,paid_up_capital,authorized_capital,employee_count,annual_turnover,export_turnover,import_turnover,bank_name,ad_code,years_in_business,mca_status,is_shell,related_party_txn_pct,turnover_capital_ratio,primary_port,hs_code_primary,s.no,"name,_address_&_email_id_of_the_unit",contact_person_name_&_contact_no.,category_(manufacturer_/_supplier),product_name,stock_in_hand_(in_nos.),production_capacity_per_week_(_in_nos.),remarks
Rajagopal-Singh,TN/MSME/NZ/046595,UDYAM-TN-18-21-0098868,Food Processing,Micro,Spices,Erode,Erode Taluk,"34, Setty Chowk, Thrissur 741286",Darika Sarkar,5484186845,2019-02-20,2019-04-30,33YAAAJ5593J2ZN,YAAAJ5593J,,False,1997517.0,2110585.0,1.0,4851584.0,0.0,517648.0,City Union Bank,119443,7.0,active,False,0.055062433953909584,2.428807364342832,INMAA4,8703,,,,,,,,
Chad Prabhakar and Lad,TN/MSME/Fa/323934,UDYAM-TN-22-22-0922530,Agro-based Industry,Micro,General Products,Vellore,Vellore Taluk,"95/397, Menon, Alwar 189800",Ekavir Shankar,+910232518786,2022-04-21,2022-05-11,33TSUCF4878D4ZC,TSUCF4878D,,False,1776875.0,3954812.0,10.0,2583336.0,0.0,322804.0,State Bank of India,795603,3.0,dormant,False,0.13046797711818298,1.4538647907140345,INMAA4,8517,,,,,,,,
Sarin Salvi and Chakrabarti,TN/MSME/iE/736695,UDYAM-TN-06-23-0599199,Handloom,Micro,General Products,Perambalur,Perambalur Taluk,"64/140, Narasimhan Street, Arrah 987124",Sara Gaba,4307847906,2018-09-01,2018-12-07,33IOIPW2073O1ZO,IOIPW2073O,,False,2299423.0,4870114.0,7.0,2000569.0,0.0,328985.0,Indian Overseas Bank,539574,7.0,active,False,0.059779055604886014,0.8700308729624779,INMAA4,0901,,,,,,,,
Kaul Khanna and Sawhney,TN/MSME/Vz/062531,UDYAM-TN-02-22-0177478,Chemical,Micro,Pigments,Salem,Salem Taluk,"H.No. 13, Tella Road, Kurnool 388330",Siddharth Boase,6536689178,2017-10-16,2017-10-24,33OZNCH0739C1Z0,OZNCH0739C,,False,2496334.0,6194597.0,6.0,2436982.0,0.0,450515.0,Indian Overseas Bank,748393,8.0,struck_off,False,0.06633151578513773,0.9762243353653798,INMAA4,8471,,,,,,,,
Bahri Subramanian and Sarma,TN/MSME/xq/680667,UDYAM-TN-14-21-0572968,Export Oriented Unit,Small,Leather Goods,Namakkal,Namakkal Taluk,"H.No. 281, Magar Circle, Srikakulam-509778",Ishaan Kuruvilla,06149026847,2013-02-02,2013-07-09,33CBYPE8806D4Z2,CBYPE8806D,95735339561,True,12968393.0,23643975.0,41.0,7221712.0,4861319.0,1349828.0,ICICI Bank,025894,13.0,struck_off,False,0.10426067154715421,0.5568702305675036,INMAA4,6403,,,,,,,,
Mukherjee LLC,TN/MSME/Ns/647967,UDYAM-TN-07-22-0508206,Leather,Micro,Finished Leather,Chennai,Ambattur,"63, Sawhney Circle, Anantapuram-067500",Sai Bali,9638735294,2025-06-08,2025-07-05,33FSHFO6032V4ZG,FSHFO6032V,97092476741,True,352119.0,450580.0,7.0,379556.0,81304.0,57007.0,City Union Bank,853274,0.0,active,False,0.13895249595396503,1.077919680562537,INNSA1,6204,,,,,,,,
Kulkarni-Khalsa,TN/MSME/Ji/819168,UDYAM-TN-15-21-0358389,Food Processing,Micro,Spices,Coimbatore,Coimbatore South,"H.No. 99, Walia Ganj, Phagwara-387497",Chatresh Gour,+913306139135,2012-08-26,2012-12-03,33ARJCJ2958U4ZY,ARJCJ2958U,,False,1750038.0,4105174.0,1.0,5005706.0,0.0,986522.0,Punjab National Bank,902180,13.0,active,False,0.05733106827816124,2.8603413183028024,INICJ4,6403,,,,,,,,
Balasubramanian-Thaman,TN/MSME/xq/073710,UDYAM-TN-37-21-0332919,Engineering,Micro,Precision Tools,Perambalur,Perambalur Taluk,"H.No. 24, Divan Zila, Narasaraopet-636796",Faris Nath,+912216966327,2025-11-05,2026-02-15,33XIOFG6562E4Z7,XIOFG6562E,,False,1888723.0,2080845.0,7.0,5645798.0,0.0,902697.0,Canara Bank,409589,0.0,active,False,0.027620282379088083,2.9892144057122194,INMAA4,7204,,,,,,,,
Konda Kalita and Subramaniam,TN/MSME/EV/723590,UDYAM-TN-06-23-0140601,Textile,Medium,Hosiery,Salem,Salem Taluk,"H.No. 46, Sarma Nagar, Srikakulam 584087",Manbir Bir,02686087017,2024-06-15,2024-09-15,33TVQAX2711Y4ZO,TVQAX2711Y,,False,131429387.0,230459705.0,110.0,291568828.0,0.0,52894529.0,Indian Overseas Bank,918134,1.0,active,False,0.05609391016957514,2.218444707499092,INMAA4,7204,,,,,,,,
Sridhar-Pandey,TN/MSME/Re/659861,UDYAM-TN-26-20-0637461,Chemical,Micro,Pigments,Sivaganga,Sivaganga Taluk,"H.No. 90, Butala Ganj, Kadapa 481348",Viraj Parikh,3698446035,2011-06-21,2011-10-24,33KZYPN2622F6Z5,KZYPN2622F,,False,1049058.0,2206166.0,8.0,2852354.0,0.0,325488.0,Union Bank of India,420597,14.0,active,False,0.0917257312005078,2.718966920799422,INMAA4,0803,,,,,,,,
Sinha Behl and Varty,TN/MSME/FG/610295,UDYAM-TN-19-20-0723469,Food Processing,Micro,Rice Mill,Dharmapuri,Dharmapuri Taluk,"H.No. 163, Chatterjee, Vellore-417000",Aarnav Das,02491948148,2025-09-18,2026-01-22,33NKTCR3791O6ZT,NKTCR3791O,,False,277905.0,493407.0,5.0,459479.0,0.0,19606.0,Union Bank of India,926194,0.0,active,False,0.0677547131744483,1.6533671578417084,INMAA4,0803,,,,,,,,
Gopal Khalsa and Raja,TN/MSME/pO/732485,UDYAM-TN-25-21-0397074,Service,Micro,General Products,Tiruppur,Tiruppur North,"H.No. 96, Savant Nagar, Hospet-698465",Harini Sarma,7071173789,2018-02-21,2018-04-04,33ALXAG8036W2ZH,ALXAG8036W,72351736621,True,1456693.0,3135372.0,8.0,3037468.0,381481.0,831281.0,City Union Bank,475952,8.0,active,False,0.09892955109030657,2.085180611151423,INITP6,8471,,,,,,,,
Bhargava PLC,TN/MSME/nY/601792,UDYAM-TN-06-20-0256601,Service,Micro,General Products,Tirunelveli,Tirunelveli Taluk,"927, Borah Circle, Siwan 364912",Ubika Rattan,08963450770,2024-11-25,2025-05-03,33HEXAG0704P1Z5,HEXAG0704P,99675665960,True,1398213.0,2698060.0,10.0,3004307.0,709381.0,502514.0,HDFC Bank,063711,1.0,active,False,0.007337819991454458,2.148676203124989,INMAA4,8471,,,,,,,,
Merchant-Taneja,TN/MSME/lV/593451,UDYAM-TN-20-22-0386474,Manufacturing,Small,Plastic Goods,Coimbatore,Pollachi,"49/466, Baria Marg, Rohtak-354984",Jack Narasimhan,8586547109,2020-06-26,2020-09-21,33ICCFF1266S2Z3,ICCFF1266S,,False,47261380.0,110889123.0,34.0,133688244.0,0.0,32897925.0,Indian Bank,556714,5.0,active,False,0.1264964445126851,2.828699542840264,INICJ4,6110,,,,,,,,
Malhotra Mangat and Bassi,TN/MSME/LL/932387,UDYAM-TN-23-21-0644130,Service,Small,General Products,Dindigul,Dindigul Taluk,"H.No. 704, Gaba Zila, Chandigarh 371665",Ojas Reddy,1663955707,2019-03-12,2019-03-16,33NNSFT0595C6ZS,NNSFT0595C,,False,20915916.0,38567934.0,31.0,24035526.0,0.0,3747420.0,Axis Bank,046631,7.0,active,False,0.07387566805777739,1.1491500539589086,INMAA4,8471,,,,,,,,
Chokshi-Vohra,TN/MSME/oq/941995,UDYAM-TN-20-22-0531303,Handicraft,Medium,General Products,Perambalur,Perambalur Taluk,"H.No. 484, Pradhan Path, Shimoga-138525",Varenya Chatterjee,01829683613,2012-07-18,2013-01-03,33AQDPG7943R2ZA,AQDPG7943R,,False,50424374.0,92023998.0,227.0,60714312.0,0.0,13970956.0,Indian Bank,557959,13.0,active,False,0.04999243357184706,1.2040667475614075,INMAA4,0901,,,,,,,,
Tandon-Loyal,TN/MSME/rJ/223561,UDYAM-TN-21-20-0218380,Service,Micro,General Products,Dharmapuri,Dharmapuri Taluk,"H.No. 21, Tiwari Chowk, Ongole-965075",Umang Chacko,2516812174,2020-01-29,2020-06-27,33XUQAP1488O6ZD,XUQAP1488O,,False,1517409.0,2831631.0,5.0,2901827.0,0.0,288777.0,Federal Bank,196840,6.0,dormant,False,0.11936741995095708,1.9123565235213447,INMAA4,6110,,,,,,,,
Gill-Korpal,TN/MSME/Tb/758629,UDYAM-TN-14-22-0183515,Manufacturing,Medium,Rubber Products,Salem,Salem Taluk,"96, Ramaswamy Nagar, Berhampur-417108",Charita Bhattacharyya,5128711702,2023-03-17,2023-06-18,33OKPCZ7730N1Z5,OKPCZ7730N,,False,218177724.0,254907269.0,146.0,355578598.0,0.0,83732784.0,Punjab National Bank,026602,3.0,active,False,0.13700307692505878,1.6297658233890093,INMAA4,5201,,,,,,,,
Tella-Narang,TN/MSME/In/564482,UDYAM-TN-06-22-0489555,Chemical,Micro,Pigments,Tiruppur,Tiruppur North,"H.No. 71, Mohan Path, Hubli–Dharwad 196699",Aditya Bajwa,+916603531389,2011-07-09,2011-11-24,33UDWFQ6174W1ZA,UDWFQ6174W,,False,2127828.0,4965879.0,1.0,4718736.0,0.0,145954.0,Axis Bank,496456,14.0,active,False,0.11183320877605765,2.2176303723797224,INITP6,6204,,,,,,,,
Sanghvi Group,TN/MSME/PW/146737,UDYAM-TN-19-21-0179595,Handloom,Micro,General Products,Dharmapuri,Dharmapuri Taluk,"H.No. 85, Pant Marg, Rajpur Sonarpur-259849",Arin Dash,03924307766,2016-01-12,2016-05-29,33HILFD2119R1ZN,HILFD2119R,,False,907594.0,1004583.0,9.0,1176434.0,0.0,216438.0,Canara Bank,771175,10.0,active,False,0.06654714575118516,1.2962117422547967,INMAA4,8471,,,,,,,,
Chowdhury Inc,TN/MSME/TG/812578,UDYAM-TN-30-20-0477715,Handloom,Micro,General Products,Chennai,Ambattur,"53/07, Dhar Marg, Sangli-Miraj & Kupwad 599869",Lila Doshi,05916208472,2025-10-26,2025-10-31,33LEPPS6643K2Z8,LEPPS6643K,60858808058,True,325653.0,555505.0,8.0,625082.0,79932.0,177669.0,City Union Bank,346454,0.0,active,False,0.13435512924597645,1.919472567426064,INNSA1,2709,,,,,,,,
Din-Nanda,TN/MSME/An/946684,UDYAM-TN-05-22-0558625,Service,Small,General Products,Ranipet,Ranipet Taluk,"H.No. 168, Murthy Path, Solapur 764463",Bhavini Ratta,01347147432,2012-08-08,2012-12-05,33MBCAP4176E1ZZ,MBCAP4176E,,False,24294347.0,41092971.0,17.0,31939154.0,0.0,5658365.0,Federal Bank,042767,13.0,active,False,0.036553659157397986,1.3146743149754139,INMAA4,8471,,,,,,,,
Mammen Group,TN/MSME/Ig/920559,UDYAM-TN-20-23-0072989,Trading,Micro,Textiles,Kancheepuram,Kancheepuram Taluk,"74/75, Wagle Ganj, Pali-252091",Kalpit Bhagat,01935627477,2017-06-01,2017-06-04,33OISAF6095P1Z3,OISAF6095P,27817357071,True,1908367.0,2845589.0,6.0,3602461.0,1248637.0,697064.0,Canara Bank,060691,8.0,active,False,0.03264176601585029,1.8877191860894682,INMAA4,8471,,,,,,,,
Mukhopadhyay Deshpande and Ramachandran,TN/MSME/eo/039274,UDYAM-TN-09-22-0065443,Service,Micro,General Products,Dharmapuri,Dharmapuri Taluk,"H.No. 915, Bumb Path, Tiruvottiyur-739992",Vansha Balakrishnan,0058112671,2024-07-04,2024-12-05,33QLFAK2769N4ZF,QLFAK2769N,,False,1322653.0,2055183.0,10.0,3923060.0,0.0,645992.0,Union Bank of India,409895,1.0,active,False,0.10550311866406006,2.9660538327134933,INMAA4,7204,,,,,,,,
Taneja-Seth,TN/MSME/HC/651359,UDYAM-TN-10-23-0689887,Agro-based Industry,Micro,General Products,Ranipet,Ranipet Taluk,"241, Bose Zila, Kumbakonam 698554",Kamala Ramaswamy,3881620489,2017-02-04,2017-04-05,33SKLFG6413L6ZJ,SKLFG6413L,81553277939,True,1753681.0,1976390.0,3.0,1465540.0,178097.0,282369.0,State Bank of India,849071,9.0,active,False,0.06840429815677829,0.8356936067620052,INMAA4,2601,,,,,,,,
Nori Seth and Karan,TN/MSME/BH/175447,UDYAM-TN-08-23-0724039,Leather,Micro,Leather Footwear,Perambalur,Perambalur Taluk,"03/751, Sekhon Nagar, Gwalior-399445",Vasatika Ravel,9989679778,2025-10-22,2025-12-29,33KFLAA5825N4ZC,KFLAA5825N,,False,1878907.0,2104553.0,10.0,3209493.0,0.0,703057.0,Indian Overseas Bank,447171,0.0,active,False,0.12890259882472646,1.7081702287553349,INMAA4,2601,,,,,,,,
Gokhale Sachar and Doctor,TN/MSME/Bp/070510,UDYAM-TN-27-22-0836998,Food Processing,Micro,Rice Mill,Thoothukudi,Thoothukudi Taluk,"H.No. 244, Mallick Path, Chandrapur-431028",Tanveer Sarma,02094284422,2025-05-10,2025-05-13,33MTYCC6556K1Z4,MTYCC6556K,,False,470970.0,679104.0,8.0,911286.0,0.0,45794.0,Indian Overseas Bank,610069,0.0,active,False,0.08964547784934783,1.9349130517867381,INTUT1,2709,,,,,,,,
Dayal LLC,TN/MSME/QU/617897,UDYAM-TN-12-21-0691175,Manufacturing,Micro,Metal Fabrication,Dharmapuri,Dharmapuri Taluk,"62/00, Dass Circle, Bardhaman-933269",Yamini Thaman,7254204318,2021-04-04,2021-08-07,33VQHFC1072T4ZR,VQHFC1072T,,False,316509.0,528563.0,1.0,744927.0,0.0,180534.0,Axis Bank,776220,5.0,active,False,0.1051162308859034,2.353572884183388,INMAA4,5201,,,,,,,,
Dutta Butala and Bobal,TN/MSME/yD/391391,UDYAM-TN-11-23-0418115,Textile,Medium,Cotton Yarn,Tirunelveli,Tirunelveli Taluk,"H.No. 893, Goel, Surendranagar Dudhrej 206165",Jhalak Mutti,+915591521652,2021-12-26,2022-03-29,33VTKCM2462X4ZD,VTKCM2462X,,False,209865148.0,359781878.0,244.0,534910065.0,0.0,76427881.0,State Bank of India,568879,4.0,dormant,False,0.13836888730435165,2.5488275213757743,INMAA4,8517,,,,,,,,
Talwar Group,TN/MSME/uo/537380,UDYAM-TN-07-22-0686129,Chemical,Micro,Cleaning Agents,Sivaganga,Sivaganga Taluk,"H.No. 63, Prakash, Arrah-800307",Anita Oza,+917033965373,2015-09-17,2016-02-11,33HUJPK9609U4Z1,HUJPK9609U,,False,1923407.0,3608821.0,5.0,2572400.0,0.0,355846.0,Punjab National Bank,943986,10.0,active,False,0.03626954525818688,1.3374184454980147,INMAA4,6403,,,,,,,,
Kalla-Mitra,TN/MSME/xX/799259,UDYAM-TN-14-20-0742471,Food Processing,Small,Spices,Dharmapuri,Dharmapuri Taluk,"77, Rajagopal, Naihati 441202",Qushi Bhavsar,1042368434,2011-05-22,2011-10-11,33ORVFA4563X4ZQ,ORVFA4563X,29652449322,True,14574002.0,33296657.0,12.0,29854741.0,3494932.0,1163504.0,Axis Bank,400968,14.0,active,False,0.1349845822690865,2.048492994580349,INMAA4,8703,,,,,,,,
Nagy Varkey and Pathak,TN/MSME/QS/126858,UDYAM-TN-17-22-0186573,Handicraft,Micro,General Products,Tirunelveli,Tirunelveli Taluk,"884, Borah Street, Kalyan-Dombivli 210672",Viraj Prabhakar,2274975583,2019-08-16,2019-11-23,33QXHPN6672Y1ZR,QXHPN6672Y,,False,2058553.0,3418972.0,7.0,3029111.0,0.0,446843.0,State Bank of India,123355,6.0,dormant,False,0.09154528274309014,1.4714758376393515,INMAA4,8471,,,,,,,,
Wali PLC,TN/MSME/id/131897,UDYAM-TN-26-20-0540419,Service,Micro,General Products,Kancheepuram,Kancheepuram Taluk,"47, Dugal Path, Durg 195490",Tanveer Nagi,0247543072,2012-02-18,2012-05-09,33SCBAS7704U1ZC,SCBAS7704U,,False,545643.0,1124793.0,5.0,479630.0,0.0,110937.0,Indian Overseas Bank,806207,14.0,active,False,0.06058691275572308,0.8790179659594277,INMAA4,0803,,,,,,,,
Kalita Ltd,TN/MSME/Qt/090352,UDYAM-TN-13-21-0581410,Manufacturing,Medium,Metal Fabrication,Madurai,Madurai South,"53, Seth Nagar, Karawal Nagar-145700",Nathaniel Dhingra,2399394556,2014-11-27,2015-02-10,33OYJPV3096L4ZF,OYJPV3096L,,False,179403698.0,189987937.0,245.0,433487813.0,0.0,49959081.0,Federal Bank,209660,11.0,active,False,0.10438234179106136,2.4162702209181885,INMAA4,8542,,,,,,,,
Yohannan-Sachdev,TN/MSME/Ns/337582,UDYAM-TN-08-21-0846310,Chemical,Small,Dyes,Tiruchirappalli,Tiruchirappalli Taluk,"31/72, Kari Zila, Durg 637514",Gavin Morar,+912942438558,2013-07-10,2013-11-23,33DFSCS2376P6ZB,DFSCS2376P,95708690178,True,31892591.0,76865439.0,14.0,42873098.0,13560915.0,11192451.0,Union Bank of India,420593,12.0,active,False,0.11115772490875316,1.3442964856633943,INMAA4,8517,,,,,,,,
Mane-Dugal,TN/MSME/tc/317730,UDYAM-TN-08-23-0623880,Handicraft,Micro,General Products,Madurai,Madurai North,"H.No. 37, Mannan Road, Motihari-239754",Rachit Sule,+912317554109,2016-09-03,2016-12-16,33XQGAU1103Z1Z3,XQGAU1103Z,,False,179956.0,395680.0,10.0,118751.0,0.0,7857.0,Indian Bank,410721,9.0,active,False,0.06393171959073442,0.6598890839983107,INMAA4,2601,,,,,,,,
Andra Ltd,TN/MSME/go/819105,UDYAM-TN-11-20-0922356,Trading,Micro,Electronics,Sivaganga,Sivaganga Taluk,"98/898, Dixit Zila, Bidhannagar 640444",Udyati Agrawal,0340631288,2011-09-18,2012-01-06,33PIDPE7131H1ZI,PIDPE7131H,89782354300,True,994359.0,1003829.0,2.0,2463654.0,713618.0,132603.0,Union Bank of India,654710,14.0,active,False,0.09776336877837462,2.477630312593339,INMAA4,8542,,,,,,,,
Sarna Solanki and Prabhakar,TN/MSME/gw/297732,UDYAM-TN-34-20-0648986,Handicraft,Small,General Products,Dindigul,Dindigul Taluk,"H.No. 41, Pau Road, Mathura-519721",Thomas Sem,2654756424,2016-03-06,2016-06-23,33QNKCF6014C4ZW,QNKCF6014C,,False,16335178.0,25202761.0,46.0,17790601.0,0.0,4062278.0,Indian Bank,169179,10.0,active,False,0.03289142004871665,1.0890974680533019,INMAA4,2601,,,,,,,,
Soman Bhardwaj and Bose,TN/MSME/sK/089195,UDYAM-TN-32-20-0074302,Manufacturing,Micro,Plastic Goods,Erode,Erode Taluk,"H.No. 88, Koshy Street, Ludhiana-794039",Dayita Arya,06555361096,2018-04-01,2018-07-28,33MEXAB6243Z6ZC,MEXAB6243Z,48558462856,True,725863.0,1371198.0,1.0,2041238.0,311832.0,199616.0,State Bank of India,330132,8.0,active,False,0.10152788188126619,2.8121532575706434,INMAA4,7108,,,,,,,,
Sant and Sons,TN/MSME/rK/730317,UDYAM-TN-22-21-0033654,Textile,Micro,Woven Fabric,Vellore,Vellore Taluk,"H.No. 147, Bahl Circle, Ghaziabad-273897",Vihaan Mangal,2662352897,2011-11-08,2012-04-13,33JFMCP0426F6ZX,JFMCP0426F,19775707756,True,1830550.0,2205359.0,4.0,3807640.0,1495133.0,972834.0,Bank of Baroda,137055,14.0,active,False,0.025680197507522522,2.0800524432547594,INMAA4,7108,,,,,,,,
Mangat Gandhi and Dass,TN/MSME/Kr/760768,UDYAM-TN-38-21-0935144,Leather,Small,Leather Footwear,Vellore,Vellore Taluk,"682, Vohra Circle, Panipat 146716",Samar Lala,+914428073956,2015-07-30,2015-12-22,33POFCN8495O4ZA,POFCN8495O,,False,45315402.0,108359073.0,26.0,50734154.0,0.0,14402193.0,Union Bank of India,515842,10.0,dormant,False,0.13473776914746788,1.1195785927265967,INMAA4,0901,,,,,,,,
Sule PLC,TN/MSME/tV/294065,UDYAM-TN-30-20-0476936,Chemical,Micro,Dyes,Coimbatore,Coimbatore North,"H.No. 81, Parmar Street, Surendranagar Dudhrej-519418",Samuel Bawa,01442722738,2024-11-21,2025-04-06,33VSCAP2507G2ZW,VSCAP2507G,85983325723,True,1753898.0,4053781.0,2.0,946798.0,284712.0,115138.0,Canara Bank,931014,1.0,active,False,0.0555630690904084,0.5398250069274267,INICJ4,5201,,,,,,,,
Pandey-Bahl,TN/MSME/iR/755255,UDYAM-TN-25-22-0487958,Engineering,Micro,Castings,Chennai,Egmore-Nungambakkam,"77, Bansal Circle, Gwalior 805201",Dalaja Sekhon,3680560329,2024-02-04,2024-07-21,33TSPAS7708X1Z6,TSPAS7708X,,False,1343988.0,2592149.0,6.0,3655573.0,0.0,400911.0,Indian Bank,326612,2.0,active,False,0.0838185687045086,2.719944672125049,INNSA1,6110,,,,,,,,
Chakrabarti PLC,TN/MSME/CO/216260,UDYAM-TN-08-23-0744306,Service,Micro,General Products,Krishnagiri,Krishnagiri Taluk,"H.No. 86, Chana Zila, Sasaram 712417",Ati Tandon,02267580280,2021-10-07,2021-12-15,33TTWAW2723I6ZR,TTWAW2723I,97149939831,True,576295.0,1353818.0,6.0,785528.0,193136.0,106512.0,ICICI Bank,897997,4.0,active,False,0.10099597194645402,1.363065790957756,INMAA4,0803,,,,,,,,
Deshpande Kurian and Mohan,TN/MSME/ec/387469,UDYAM-TN-23-23-0465421,Chemical,Micro,Dyes,Madurai,Madurai South,"H.No. 88, Zacharia Road, Berhampore-362997",Oviya More,5089554911,2017-11-12,2017-12-28,33YCEFD6485U1ZS,YCEFD6485U,,False,849991.0,1790560.0,9.0,2404882.0,0.0,15498.0,HDFC Bank,746052,8.0,active,False,0.003305492779381969,2.829302898501278,INMAA4,2601,,,,,,,,
Parmer Desai and Bhatti,TN/MSME/gL/614498,UDYAM-TN-10-22-0298197,Engineering,Small,Castings,Vellore,Vellore Taluk,"73, Setty Path, Vasai-Virar-398265",Manya Dhaliwal,0641237638,2014-06-10,2014-11-13,33PSVAO4583Z4ZO,PSVAO4583Z,,False,24398052.0,41083631.0,29.0,59150011.0,0.0,2952113.0,State Bank of India,248963,11.0,dormant,False,0.10677182585222647,2.4243743311966055,INMAA4,2709,,,,,,,,
Kara Sarin and Oza,TN/MSME/cu/310519,UDYAM-TN-02-23-0976297,Handicraft,Micro,General Products,Tirunelveli,Tirunelveli Taluk,"H.No. 440, Sengupta Ganj, Bellary-272890",Kevin Aggarwal,3771844269,2014-01-10,2014-05-16,33ZOLPL1503L2ZX,ZOLPL1503L,,False,590386.0,1032659.0,3.0,1082831.0,0.0,47227.0,Indian Bank,296813,12.0,active,False,0.04803268964147559,1.8341068385767956,INMAA4,6204,,,,,,,,
Palan Srivastava and Sandal,TN/MSME/aV/697594,UDYAM-TN-21-20-0637693,Handloom,Micro,General Products,Krishnagiri,Krishnagiri Taluk,"H.No. 814, Lalla Road, Kozhikode-810629",Lipika Bhasin,+911236384296,2012-07-29,2012-09-09,33USXCK6791R1ZT,USXCK6791R,41979832094,True,1315623.0,1754009.0,10.0,3423504.0,800387.0,960975.0,Indian Bank,576099,13.0,active,False,0.0033822969536366375,2.6021922693659203,INMAA4,3004,,,,,,,,
Bandi-Karan,TN/MSME/WJ/983632,UDYAM-TN-29-22-0171747,Food Processing,Micro,Pickles,Namakkal,Namakkal Taluk,"30/091, Badal Ganj, Junagadh-258971",Lakshit Batra,+911573853155,2025-06-13,2025-07-04,33XJDPN3323O1ZN,XJDPN3323O,,False,1432772.0,3164290.0,8.0,3372486.0,0.0,981758.0,Union Bank of India,794629,0.0,active,False,0.134464323983558,2.353819030522651,INMAA4,8471,,,,,,,,
Verma and Sons,TN/MSME/jH/738061,UDYAM-TN-38-22-0518102,Service,Micro,General Products,Dharmapuri,Dharmapuri Taluk,"68, Narayan Ganj, Agartala 976792",Jagrati Mangat,4240584316,2013-03-15,2013-05-15,33BYTFC0621O2ZM,BYTFC0621O,85934766824,True,2303272.0,2396001.0,7.0,2818417.0,696644.0,2068.0,Punjab National Bank,291244,13.0,active,False,0.14340398941996158,1.223657909269943,INMAA4,7204,,,,,,,,
Karnik Group,TN/MSME/gz/800389,UDYAM-TN-11-20-0153236,Handloom,Micro,General Products,Kancheepuram,Kancheepuram Taluk,"H.No. 304, Toor Zila, Nadiad-523602",Imaran Vyas,+911911739793,2021-03-16,2021-05-07,33ATMCC5344I6ZH,ATMCC5344I,,False,2163121.0,3200384.0,10.0,1176440.0,0.0,309986.0,Punjab National Bank,200423,5.0,active,False,0.024496327772239205,0.5438623174570447,INMAA4,2709,,,,,,,,
Khosla Badal and Wadhwa,TN/MSME/gu/652378,UDYAM-TN-23-21-0013525,Handloom,Micro,General Products,Ranipet,Ranipet Taluk,"22/05, Virk Chowk, Etawah-479672",Ekalinga Mittal,9454508908,2021-03-25,2021-08-31,33NTEPD5133V4ZR,NTEPD5133V,,False,1323327.0,1595170.0,6.0,978710.0,0.0,82627.0,Axis Bank,948732,5.0,active,False,0.061799175672582994,0.7395828846536041,INMAA4,8542,,,,,,,,
Baral-Biswas,TN/MSME/ao/253532,UDYAM-TN-09-21-0721470,Export Oriented Unit,Micro,Leather Goods,Tirunelveli,Tirunelveli Taluk,"H.No. 48, Kala Nagar, Thrissur-519791",Yahvi Bali,+916568594573,2016-12-05,2016-12-12,33KXDPE9433O4ZL,KXDPE9433O,47126157791,True,890277.0,1057663.0,5.0,509148.0,450647.0,19890.0,Bank of Baroda,515431,9.0,active,False,0.10362272049824559,0.5718984091468161,INMAA4,2601,,,,,,,,
Cherian Bava and Tandon,TN/MSME/FS/972188,UDYAM-TN-12-22-0030681,Manufacturing,Small,Metal Fabrication,Tiruchirappalli,Tiruchirappalli Taluk,"53/46, Vaidya Circle, Kota-666349",Aashi Ben,9933926138,2016-01-31,2016-03-06,33CUNCB4903A1ZH,CUNCB4903A,,False,5353263.0,6082211.0,24.0,10540615.0,0.0,2674770.0,Bank of Baroda,920746,10.0,dormant,False,0.14231874076249226,1.9690075006589438,INMAA4,7108,,,,,,,,
Gade and Sons,TN/MSME/lS/713758,UDYAM-TN-12-23-0706243,Food Processing,Micro,Bakery Products,Ranipet,Ranipet Taluk,"680, Chaudhry Circle, Nashik 604694",Saanvi Bhalla,8290791661,2022-09-12,2022-11-14,33CPAPG7917A1ZN,CPAPG7917A,,False,2491740.0,6071427.0,8.0,3528696.0,0.0,191447.0,Axis Bank,331063,3.0,active,False,0.05694225850413573,1.4161573839967252,INMAA4,8517,,,,,,,,
Sur-Vala,TN/MSME/kl/361655,UDYAM-TN-15-23-0304705,Engineering,Small,Machine Parts,Tiruppur,Tiruppur South,"H.No. 542, Panchal Ganj, Gorakhpur-516165",Yashasvi Dasgupta,+916387878528,2022-09-03,2023-01-23,33MNMPL7503D6ZS,MNMPL7503D,,False,23590992.0,58445349.0,30.0,52315770.0,0.0,6716743.0,HDFC Bank,999059,3.0,dormant,False,0.1342131970536615,2.217616368145943,INITP6,2601,,,,,,,,
Prabhakar Koshy and Wadhwa,TN/MSME/zu/123172,UDYAM-TN-08-21-0878822,Service,Medium,General Products,Kancheepuram,Kancheepuram Taluk,"H.No. 279, Toor Nagar, Kurnool 945198",Ucchal Mammen,0618579863,2020-12-19,2021-02-11,33KNRPD1451F1ZX,KNRPD1451F,,False,181975855.0,297904721.0,137.0,182095730.0,0.0,27265746.0,Union Bank of India,894838,5.0,active,False,0.11489582462078177,1.0006587412379515,INMAA4,8703,,,,,,,,
